ID,Name,Nationality,Club,Preferred Foot,Work Rate
189251,S. Rudy,Germany,FC Schalke 04,Right,Medium/ Medium
188942,V. Wanyama,Kenya,Tottenham Hotspur,Right,Medium/ High
188829,N. Nkoulou,Cameroon,Torino,Right,Medium/ Medium
188388,R. Boudebouz,Algeria,Real Betis,Left,High/ Medium
188005,Camacho,Spain,VfL Wolfsburg,Right,Medium/ High
186547,M. Musacchio,Argentina,Milan,Right,Medium/ Medium
186537,C. Stuani,Uruguay,Girona FC,Right,Medium/ Low
184120,Bruno,Spain,Villarreal CF,Left,Medium/ High
183427,F. Delph,England,Manchester City,Left,High/ High
180819,A. Lallana,England,Liverpool,Right,High/ High
180334,Marcelo,Brazil,Olympique Lyonnais,Right,Low/ Medium
180216,S. Coleman,Republic of Ireland,Everton,Right,High/ High
180175,Alexandre Pato,Brazil,Tianjin Quanjian FC,Right,High/ Low
178424,Antunes,Portugal,Getafe CF,Left,High/ Medium
177604,Nacho Monreal,Spain,Arsenal,Left,High/ Medium
177600,Beñat,Spain,Athletic Club de Bilbao,Right,Medium/ Medium
176915,A. Fernández,Argentina,Beijing Renhe FC,Right,Medium/ Medium
176600,K. Gameiro,France,Valencia CF,Right,Medium/ Medium
176376,I. Piatti,Argentina,Montreal Impact,Right,High/ Medium
176104,V. Birsa,Slovenia,Chievo Verona,Left,Medium/ Medium
173208,D. Criscito,Italy,Genoa,Left,Medium/ Medium
172114,D. Valeri,Argentina,Portland Timbers,Right,High/ Medium
171833,D. Sturridge,England,Liverpool,Left,Medium/ Low
171579,Raúl García,Spain,Athletic Club de Bilbao,Right,High/ Medium
170815,S. Defour,Belgium,Burnley,Right,Medium/ Medium
166706,M. Škrtel,Slovakia,Fenerbahçe SK,Right,Medium/ High
165109,S. Radu,Romania,Lazio,Left,Medium/ High
164468,G. Cahill,England,Chelsea,Right,Medium/ Medium
163711,L. Diarra,France,Paris Saint-Germain,Right,Medium/ High
159147,L. Perrin,France,AS Saint-Étienne,Right,Medium/ High
158625,Dante,Brazil,OGC Nice,Left,Medium/ High
153244,A. Gignac,France,Tigres U.A.N.L.,Right,Medium/ Medium
150418,M. Gómez,Germany,VfB Stuttgart,Right,High/ Medium
147782,I. Denisov,Russia,Lokomotiv Moscow,Right,Medium/ High
146760,Juanfran,Spain,Atlético Madrid,Right,High/ Medium
146562,Santi Cazorla,Spain,Villarreal CF,Right,High/ Low
146536,Jesús Navas,Spain,Sevilla FC,Right,Medium/ Medium
142754,J. Mascherano,Argentina,Hebei China Fortune FC,Right,Low/ High
139997,D. Srna,Croatia,Cagliari,Right,High/ High
121944,B. Schweinsteiger,Germany,Chicago Fire,Right,Medium/ Medium
54050,W. Rooney,England,DC United,Right,Medium/ High
49369,Fernando Torres,Spain,Sagan Tosu,Right,Medium/ Medium
244369,V. Tsygankov,Ukraine,Dynamo Kyiv,Left,High/ Medium
239818,Rúben Dias,Portugal,SL Benfica,Right,Medium/ High
236632,David Neres,Brazil,Ajax,Left,High/ Medium
233419,Raphinha,Brazil,Sporting CP,Left,High/ Medium
232097,A. Harit,Morocco,FC Schalke 04,Right,High/ Medium
231943,Richarlison,Brazil,Everton,Right,High/ High
231478,L. Martínez,Argentina,Inter,Right,High/ Medium
230498,Luimo Boas Santos,Brazil,Santos,Right,High/ Medium
230251,Melvin Parrela,Brazil,América FC (Minas Gerais),Right,Medium/ Medium
230212,Antônio Chiamuloira,Brazil,Internacional,Left,Medium/ Medium
230201,Maikel Catarino,Brazil,Atlético Mineiro,Right,High/ Medium
227796,C. Pulisic,United States,Borussia Dortmund,Right,Medium/ Medium
227234,L. Tousart,France,Olympique Lyonnais,Right,Medium/ High
226161,Marcos Llorente,Spain,Real Madrid,Right,Medium/ Medium
225997,B. Verbič,Slovenia,Dynamo Kyiv,Right,High/ Medium
225953,S. Bergwijn,Netherlands,PSV,Right,Medium/ Medium
225711,A. Diallo,France,Borussia Dortmund,Left,High/ Medium
225663,A. Golovin,Russia,AS Monaco,Right,High/ High
224254,C. Pavón,Argentina,Boca Juniors,Right,High/ Medium
224069,K. Toko-Ekambi,Cameroon,Villarreal CF,Right,High/ Medium
223682,Granell,Spain,Girona FC,Left,Medium/ Medium
223061,F. Cervi,Argentina,SL Benfica,Left,High/ High
222028,J. Weigl,Germany,Borussia Dortmund,Right,Medium/ Medium
221660,V. Lindelöf,Sweden,Manchester United,Right,Medium/ Medium
220018,A. Rebić,Croatia,Eintracht Frankfurt,Right,High/ Medium
219932,A. Sanabria,Paraguay,Real Betis,Right,High/ Medium
219576,R. Battaglia,Argentina,Sporting CP,Right,Medium/ Medium
216497,M. Philipp,Germany,Borussia Dortmund,Right,High/ Medium
216388,A. Saint-Maximin,France,OGC Nice,Right,High/ Low
216150,D. Zappacosta,Italy,Chelsea,Right,High/ High
215353,L. Alario,Argentina,Bayer 04 Leverkusen,Right,High/ Medium
215061,D. Benedetto,Argentina,Boca Juniors,Right,High/ Low
215057,I. Marcone,Argentina,Cruz Azul,Right,Medium/ High
214947,J. Gbamin,Ivory Coast,1. FSV Mainz 05,Right,Medium/ High
213991,J. Lerma,Colombia,Bournemouth,Right,Medium/ High
213516,Ricardo Horta,Portugal,SC Braga,Right,High/ Medium
213160,R. Zobnin,Russia,Spartak Moscow,Right,High/ High
212150,M. Meyer,Germany,Crystal Palace,Right,Medium/ Medium
211368,Bruma,Portugal,RB Leipzig,Right,High/ Medium
211267,R. Centurión,Argentina,Racing Club,Right,High/ Medium
210411,Otávio,Brazil,FC Porto,Right,Medium/ Medium
210324,J. Hofmann,Germany,Borussia Mönchengladbach,Right,Medium/ Medium
208920,N. Aké,Netherlands,Bournemouth,Left,Medium/ High
208334,J. Hector,Germany,1. FC Köln,Left,Medium/ Medium
207993,S. Kolašinac,Bosnia Herzegovina,Arsenal,Left,Medium/ High
207939,G. Pizarro,Argentina,Tigres U.A.N.L.,Right,Medium/ High
207732,Roger,Spain,Levante UD,Right,High/ Medium
206304,L. Milivojević,Serbia,Crystal Palace,Right,Medium/ High
205407,D. Baselli,Italy,Torino,Right,High/ Medium
205193,K. Rekik,Netherlands,Hertha BSC,Left,Medium/ High
205192,Denis Suárez,Spain,FC Barcelona,Right,Medium/ Medium
204638,W. Orban,Hungary,RB Leipzig,Right,Medium/ High
204614,Mário Rui,Portugal,Napoli,Left,High/ Medium
204525,Iñigo Martínez,Spain,Athletic Club de Bilbao,Left,Medium/ Medium
204277,Roque Mesa,Spain,Sevilla FC,Right,High/ High
204082,J. Brooks,United States,VfL Wolfsburg,Left,Medium/ Medium
203757,Zé Luís,Cape Verde,Spartak Moscow,Left,Medium/ Medium
203483,D. Klaassen,Netherlands,SV Werder Bremen,Right,High/ High
203362,M. Elyounoussi,Norway,Southampton,Right,High/ Medium
203106,L. Bittencourt,Germany,TSG 1899 Hoffenheim,Right,High/ Medium
202648,Sergi Darder,Spain,RCD Espanyol,Right,Medium/ Low
202562,J. Roussillon,France,VfL Wolfsburg,Left,High/ Medium
202325,D. Demme,Germany,RB Leipzig,Right,Medium/ High
202201,J. Gouweleeuw,Netherlands,FC Augsburg,Right,High/ Medium
201862,M. Rojo,Argentina,Manchester United,Left,Medium/ High
201519,J. Veretout,France,Fiorentina,Right,Medium/ High
201510,L. Kurzawa,France,Paris Saint-Germain,Left,High/ Low
201508,G. Ramírez,Uruguay,Sampdoria,Left,Medium/ Low
201505,David López,Spain,RCD Espanyol,Right,Medium/ High
201143,A. Mandi,Algeria,Real Betis,Right,High/ Medium
201042,D. Sidibé,France,AS Monaco,Right,High/ High
200641,Y. Konoplyanka,Ukraine,FC Schalke 04,Right,Medium/ Medium
200260,S. Berghuis,Netherlands,Feyenoord,Left,Medium/ Medium
200155,H. Vanaken,Belgium,Club Brugge KV,Right,High/ High
199823,Campaña,Spain,Levante UD,Right,Medium/ Medium
199767,M. van Ginkel,Netherlands,Chelsea,Right,High/ High
199561,Nolito,Spain,Sevilla FC,Right,High/ Low
199439,M. Gregoritsch,Austria,FC Augsburg,Left,High/ Low
199416,Ibai Gómez,Spain,Deportivo Alavés,Right,High/ Medium
199304,Danilo,Brazil,Manchester City,Right,High/ Medium
199189,R. Barkley,England,Chelsea,Right,Medium/ Medium
198715,Sergio León,Spain,Real Betis,Right,High/ Medium
198200,B. Stambouli,France,FC Schalke 04,Right,Low/ High
198118,J. Guilavogui,France,VfL Wolfsburg,Right,Medium/ High
198031,Sérgio Oliveira,Portugal,FC Porto,Right,Medium/ Medium
197083,D. Caligiuri,Italy,FC Schalke 04,Right,Medium/ Medium
196978,C. Wilson,England,Bournemouth,Right,High/ Medium
194957,P. Jones,England,Manchester United,Right,Medium/ High
194761,Borja García,Spain,Girona FC,Right,High/ Medium
193738,Y. Belhanda,Morocco,Galatasaray SK,Right,Medium/ Medium
193601,G. Pezzella,Argentina,Fiorentina,Right,Medium/ Medium
193171,Jaume Costa,Spain,Villarreal CF,Left,High/ High
192991,C. Tosun,Turkey,Everton,Right,High/ Medium
192679,Escudero,Spain,Sevilla FC,Left,High/ Medium
192678,Kike García,Spain,SD Eibar,Right,Medium/ Medium
192598,Elkeson,Brazil,Shanghai SIPG FC,Right,High/ Medium
192064,Ricardo Goulart,Brazil,Guangzhou Evergrande Taobao FC,Right,High/ Medium
191076,J. Guðmundsson,Iceland,Burnley,Left,High/ High
190456,N. Clyne,England,Liverpool,Right,High/ Medium
190149,De Marcos,Spain,Athletic Club de Bilbao,Right,High/ Medium
189682,B. Mee,England,Burnley,Left,Medium/ High
189681,Rafael,Brazil,Olympique Lyonnais,Right,High/ Medium
189560,Iborra,Spain,Leicester City,Right,Medium/ Medium
189461,J. Wilshere,England,West Ham United,Left,Medium/ Medium
189433,B. Hübner,Germany,TSG 1899 Hoffenheim,Left,Medium/ Medium
189423,Souza,Brazil,Al Ahli,Right,Medium/ Medium
189271,F. Coquelin,France,Valencia CF,Right,Medium/ High
188081,Alex Teixeira,Brazil,Jiangsu Suning FC,Right,High/ Medium
187735,A. Dzagoev,Russia,PFC CSKA Moscow,Right,High/ Medium
187052,Y. M'Vila,France,AS Saint-Étienne,Right,Medium/ Medium
186832,K. Asamoah,Ghana,Inter,Left,High/ High
186132,D. Drinkwater,England,Chelsea,Right,Medium/ Medium
185431,N. Kalinić,Croatia,Atlético Madrid,Right,High/ High
184949,Mariano,Brazil,Galatasaray SK,Right,Medium/ Medium
184881,S. Feghouli,Algeria,Galatasaray SK,Right,High/ Low
184826,Adrien Silva,Portugal,Leicester City,Right,Medium/ High
184134,Fernando,Brazil,Galatasaray SK,Right,Medium/ High
183909,I. Traoré,Guinea,Borussia Mönchengladbach,Left,High/ High
183892,G. Mercado,Argentina,Sevilla FC,Right,Medium/ Medium
183580,N. Petersen,Germany,SC Freiburg,Right,High/ High
183285,M. Sakho,France,Crystal Palace,Left,Medium/ High
182002,Sidnei,Brazil,Real Betis,Right,High/ Medium
181820,S. Jovetić,Montenegro,AS Monaco,Right,Medium/ Medium
178311,Eder,Italy,Jiangsu Suning FC,Right,High/ Medium
178224,J. Hernández,Mexico,West Ham United,Right,Medium/ Low
177633,Ángel,Spain,Getafe CF,Right,High/ Medium
177358,M. Schneiderlin,France,Everton,Right,Low/ High
176944,M. Fellaini,Belgium,Manchester United,Right,Medium/ Medium
176731,P. Wernbloom,Sweden,PAOK,Right,Medium/ High
170797,N. Şahin,Turkey,SV Werder Bremen,Left,Medium/ Medium
169705,R. Bertrand,England,Southampton,Left,High/ Medium
169115,A. Masiello,Italy,Atalanta,Right,Medium/ High
164859,T. Walcott,England,Everton,Right,Medium/ Medium
164029,Charles,Brazil,SD Eibar,Right,High/ High
161648,H. Ben Arfa,France,Stade Rennais FC,Left,Medium/ Low
160741,D. Abraham,Argentina,Eintracht Frankfurt,Right,Medium/ Medium
159065,E. Lavezzi,Argentina,Hebei China Fortune FC,Right,High/ Low
158232,S. Kalou,Ivory Coast,Hertha BSC,Right,Medium/ Low
158133,J. Farfán,Peru,Lokomotiv Moscow,Right,Medium/ Low
157301,R. Babel,Netherlands,Beşiktaş JK,Right,Medium/ Low
152908,A. Young,England,Manchester United,Right,High/ Medium
142707,L. López,Argentina,Racing Club,Right,High/ High
137351,D. Baier,Germany,FC Augsburg,Right,Medium/ High
124375,B. Yılmaz,Turkey,Trabzonspor,Right,High/ Low
108080,S. Lichtsteiner,Switzerland,Arsenal,Right,High/ High
53050,E. Adebayor,Togo,Medipol Başakşehir FK,Right,Medium/ Medium
80,E. Belözoğlu,Turkey,Medipol Başakşehir FK,Left,Medium/ Medium
242348,Loren,Spain,Real Betis,Right,Medium/ Medium
240130,Éder Militão,Brazil,FC Porto,Right,Medium/ High
235805,F. Chiesa,Italy,Fiorentina,Right,High/ High
235374,M. Lazzari,Italy,SPAL,Right,High/ High
232862,S. Nakajima,Japan,Portimonense SC,Right,High/ High
232244,S. Ascacíbar,Argentina,VfB Stuttgart,Right,Medium/ High
231281,T. Alexander-Arnold,England,Liverpool,Right,High/ Medium
230988,F. Krovinović,Croatia,SL Benfica,Right,High/ Medium
230431,Sidney Pessinho,Brazil,Internacional,Right,High/ High
230360,Everticinho,Brazil,Grêmio,Right,Medium/ Medium
230269,Claudio Coíntra,Brazil,Internacional,Left,High/ Medium
230184,Ronaldo Esler,Brazil,Atlético Mineiro,Left,High/ Medium
230020,P. Lees-Melou,France,OGC Nice,Right,High/ High
229984,B. Chilwell,England,Leicester City,Left,High/ High
229406,João Novais,Portugal,SC Braga,Right,High/ Medium
228881,D. Calabria,Italy,Milan,Right,Medium/ Medium
228618,F. Mendy,France,Olympique Lyonnais,Left,High/ Medium
228251,L. Pellegrini,Italy,Roma,Right,Medium/ Medium
227476,Soares,Brazil,FC Porto,Right,High/ High
226766,Daniel Podence,Portugal,Olympiacos CFP,Right,High/ Medium
226377,G. Martínez,Argentina,River Plate,Left,High/ Low
226168,M. Eggestein,Germany,SV Werder Bremen,Right,High/ High
226078,Trezeguet,Egypt,Kasimpaşa SK,Right,High/ Medium
225309,N. Amiri,Germany,TSG 1899 Hoffenheim,Right,Medium/ Medium
225161,Vallejo,Spain,Real Madrid,Right,Low/ High
225100,J. Gomez,England,Liverpool,Right,Medium/ Medium
224458,Diogo Jota,Portugal,Wolverhampton Wanderers,Right,High/ High
224309,Joan Jordán,Spain,SD Eibar,Right,Medium/ Medium
224116,Dyego Sousa,Brazil,SC Braga,Right,High/ Medium
224031,A. Marušić,Montenegro,Lazio,Right,High/ Medium
223874,V. Rongier,France,FC Nantes,Right,Medium/ High
223689,W. Weghorst,Netherlands,VfL Wolfsburg,Right,High/ High
223627,O. Al Soma,Syria,Al Ahli,Right,High/ Low
222994,M. Nakamba,Zimbabwe,Club Brugge KV,Left,Medium/ High
222709,Petros,Brazil,Al Nassr,Right,Medium/ High
221342,Pablo Maffeo,Spain,VfB Stuttgart,Right,Medium/ Medium
220523,Y. Mina,Colombia,Everton,Right,Medium/ High
219693,Diego Carlos,Brazil,FC Nantes,Right,Medium/ High
217940,D. Djené,Togo,Getafe CF,Right,Medium/ High
216816,G. Simeone,Argentina,Fiorentina,Right,High/ High
216700,M. Meza,Argentina,Independiente,Right,High/ Low
216655,Bastos,Angola,Lazio,Right,Medium/ High
216435,S. Lobotka,Slovakia,RC Celta,Right,Medium/ High
216393,Y. Tielemans,Belgium,AS Monaco,Right,Medium/ Medium
216373,Marcelo Goiano,Brazil,SC Braga,Right,Medium/ Medium
216266,K. Tete,Netherlands,Olympique Lyonnais,Right,Medium/ High
216189,Capa,Spain,Athletic Club de Bilbao,Right,High/ High
215792,Jemerson,Brazil,AS Monaco,Right,Medium/ Medium
215466,N. Maksimović,Serbia,Napoli,Right,Medium/ High
215330,J. Correa,Argentina,Lazio,Right,High/ Medium
215259,E. Rigoni,Argentina,Atalanta,Left,Medium/ Low
214766,C. Izquierdoz,Argentina,Boca Juniors,Right,Medium/ High
214394,W. Barrios,Colombia,Boca Juniors,Right,Medium/ High
214026,J. Mojica,Colombia,Girona FC,Left,High/ Medium
213655,A. Iwobi,Nigeria,Arsenal,Right,Medium/ Medium
213400,D. Laxalt,Uruguay,Milan,Left,High/ High
213296,N. Bentaleb,Algeria,FC Schalke 04,Left,Medium/ Medium
212977,N. Stark,Germany,Hertha BSC,Right,High/ Medium
212811,M. Lemina,Gabon,Southampton,Right,Medium/ Medium
212213,Ricardo Esgaio,Portugal,SC Braga,Right,Medium/ High
212196,P. Sisto,Denmark,RC Celta,Right,High/ Medium
212187,P. Max,Germany,FC Augsburg,Left,High/ Medium
212153,R. Gagliardini,Italy,Inter,Right,Medium/ High
211706,Pere Pons,Spain,Girona FC,Right,Medium/ High
210935,D. Berardi,Italy,Sassuolo,Left,High/ Low
210665,M. Halstenberg,Germany,RB Leipzig,Left,High/ Medium
208777,Óliver Torres,Spain,FC Porto,Right,Medium/ Medium
208620,Omar Mascarell,Spain,FC Schalke 04,Right,Low/ Medium
208520,H. Sakai,Japan,Olympique de Marseille,Right,High/ High
208450,Andreas Pereira,Brazil,Manchester United,Right,Medium/ Medium
208330,A. Januzaj,Belgium,Real Sociedad,Left,Medium/ Low
207948,B. Traoré,Burkina Faso,Olympique Lyonnais,Left,High/ Medium
207791,Y. Poulsen,Denmark,RB Leipzig,Right,High/ High
207421,L. Trossard,Belgium,KRC Genk,Right,High/ Medium
206511,M. Arnold,Germany,VfL Wolfsburg,Left,High/ Medium
206058,M. De Sciglio,Italy,Juventus,Right,Medium/ Medium
205976,Leo Baptistao,Brazil,RCD Espanyol,Right,High/ Low
205943,V. Chiricheş,Romania,Napoli,Right,Medium/ Medium
205850,L. Pavoletti,Italy,Cagliari,Right,High/ Low
205633,L. Castro,Argentina,Cagliari,Right,High/ High
205431,N. Füllkrug,Germany,Hannover 96,Right,High/ Medium
205083,F. Fajr,Morocco,Stade Malherbe Caen,Right,High/ Medium
204819,E. Sala,Argentina,FC Nantes,Right,High/ High
204385,S. García,Uruguay,Godoy Cruz,Right,High/ Low
204259,S. Arias,Colombia,Atlético Madrid,Right,High/ Medium
203895,Pozuelo,Spain,KRC Genk,Right,High/ Medium
203886,A. Trebel,France,RSC Anderlecht,Left,High/ High
203487,J. Lascelles,England,Newcastle United,Right,Medium/ High
203485,T. Kongolo,Netherlands,Huddersfield Town,Left,Medium/ Medium
202935,Álvaro,Spain,Villarreal CF,Right,Medium/ High
202642,Fernando,Brazil,Spartak Moscow,Right,Medium/ Medium
201262,V. Darida,Czech Republic,Hertha BSC,Right,High/ High
200677,Pedro Mendes,Portugal,Montpellier HSC,Right,Medium/ High
200607,C. Schindler,Germany,Huddersfield Town,Right,Medium/ Medium
200529,N. Chadli,Belgium,AS Monaco,Right,Medium/ Medium
199986,Arbilla,Spain,SD Eibar,Right,Medium/ High
199915,L. Dunk,England,Brighton & Hove Albion,Right,High/ High
199827,P. Hernández,Chile,Independiente,Left,High/ Low
199602,J. Guidetti,Sweden,Deportivo Alavés,Right,High/ High
199577,Sergi Gómez,Spain,Sevilla FC,Right,High/ Medium
199576,Oriol Romeu,Spain,Southampton,Right,Medium/ High
199354,Lucas Pérez,Spain,West Ham United,Left,High/ High
198648,B. Natcho,Israel,Olympiacos CFP,Right,Medium/ Medium
197948,F. Lejeune,France,Newcastle United,Right,Medium/ High
197242,G. Krychowiak,Poland,Lokomotiv Moscow,Right,Medium/ High
197225,N. Lodeiro,Uruguay,Seattle Sounders FC,Left,Medium/ Medium
196934,O. Özyakup,Turkey,Beşiktaş JK,Right,Medium/ High
143001,C. Tévez,Argentina,Boca Juniors,Right,Medium/ Low
184477,K. Papadopoulos,Greece,Hamburger SV,Right,Low/ High
182945,M. Gradel,Ivory Coast,Toulouse Football Club,Right,High/ High
158626,M. Debuchy,France,AS Saint-Étienne,Right,High/ Medium
172962,V. Moses,Nigeria,Chelsea,Right,Medium/ Medium
173474,Z. Junuzović,Austria,FC Red Bull Salzburg,Right,High/ High
178085,Granero,Spain,RCD Espanyol,Right,Medium/ Medium
189606,J. Baumgartlinger,Austria,Bayer 04 Leverkusen,Right,Medium/ High
171688,Fábio Coentrão,Portugal,Rio Ave FC,Left,High/ Medium
184252,L. Pratto,Argentina,River Plate,Right,High/ Medium
186302,E. Hernández,Mexico,Cruz Azul,Right,Medium/ Low
159171,Jurado,Spain,Al Ahli,Right,Medium/ Low
193476,R. Cabella,France,AS Saint-Étienne,Right,Medium/ Low
187598,Rafael Tolói,Brazil,Atalanta,Right,High/ Medium
180432,Hernanes,Brazil,Hebei China Fortune FC,Right,Medium/ Medium
186581,K. Honda,Japan,Melbourne Victory,Left,Medium/ High
182744,J. Holebas,Greece,Watford,Left,High/ Medium
161754,Javi García,Spain,Real Betis,Right,Medium/ High
182495,M. Cáceres,Uruguay,Lazio,Right,Medium/ High
189156,Daniel Carriço,Portugal,Sevilla FC,Right,Medium/ Medium
169706,J. Cork,England,Burnley,Right,Medium/ High
173546,J. Tomkins,England,Crystal Palace,Right,Medium/ Medium
170733,Gervinho,Ivory Coast,Parma,Right,High/ Low
189165,J. Shelvey,England,Newcastle United,Right,Low/ Medium
156142,R. Eremenko,Finland,Spartak Moscow,Right,Medium/ High
178415,R. Vormer,Netherlands,Club Brugge KV,Right,High/ High
178416,J. Lens,Netherlands,Beşiktaş JK,Right,High/ Medium
164082,Adriano,Brazil,Beşiktaş JK,Left,High/ Medium
193011,S. Cook,England,Bournemouth,Right,Medium/ High
150516,L. Podolski,Germany,Vissel Kobe,Left,Medium/ Low
172287,Manu García,Spain,Deportivo Alavés,Left,Medium/ High
184575,R. Alessandrini,France,LA Galaxy,Left,High/ Medium
205569,J. Ward-Prowse,England,Southampton,Right,Medium/ Medium
177666,M. Harnik,Austria,SV Werder Bremen,Right,High/ Medium
229636,G. Pereiro,Uruguay,PSV,Left,Medium/ Low
167431,G. Castro,Germany,VfB Stuttgart,Right,Medium/ Medium
177159,F. Johnson,United States,Borussia Mönchengladbach,Right,Medium/ Medium
183820,M. Dossevi,Togo,Toulouse Football Club,Right,High/ Medium
189196,Caiuby,Brazil,FC Augsburg,Right,High/ Medium
208141,Gabriel,Brazil,SL Benfica,Left,High/ Medium
146701,Iván Ramis,Spain,SD Eibar,Right,Medium/ High
181262,M. Suchý,Czech Republic,FC Basel 1893,Right,Low/ High
203535,T. Vilhena,Netherlands,Feyenoord,Left,High/ High
199952,E. Çolak,Turkey,Al Wehda,Left,Medium/ Medium
203280,V. Germain,France,Olympique de Marseille,Right,Medium/ Medium
156432,G. Hoarau,France,BSC Young Boys,Right,Medium/ Low
135697,Sergio García,Spain,RCD Espanyol,Right,Medium/ Medium
183569,E. Choupo-Moting,Cameroon,Paris Saint-Germain,Right,Medium/ Medium
146963,J. Pinola,Argentina,River Plate,Left,High/ Medium
212755,J. Hendrix,Netherlands,PSV,Left,Medium/ High
219411,J. Izquierdo,Colombia,Brighton & Hove Albion,Right,High/ High
220948,S. Sydorchuk,Ukraine,Dynamo Kyiv,Right,High/ High
